ID,viewpoint,variation,direction,run,file_id
10,45,bg,0,0,010:45:0:0:bg
10,0,wss,1,0,010:00:1:0:wss
10,45,nm,0,1,010:45:0:1:nm
11,45,ph,0,0,011:45:0:0:ph
11,0,txt,1,0,011:00:1:0:txt
11,45,nm,0,0,011:45:0:0:nm
11,45,cl,0,0,011:45:0:0:cl
11,45,bg,0,0,011:45:0:0:bg
11,0,wss,1,0,011:00:1:0:wss
11,0,wsf,1,0,011:00:1:0:wsf
11,45,nm,0,1,011:45:0:1:nm
11,0,wss,0,0,011:00:0:0:wss
11,0,nm,1,0,011:00:1:0:nm
11,0,cl,1,0,011:00:1:0:cl
11,0,bg,1,0,011:00:1:0:bg
11,0,wsf,0,0,011:00:0:0:wsf
11,0,txt,0,0,011:00:0:0:txt
11,0,ph,0,0,011:00:0:0:ph
11,0,nm,0,1,011:00:0:1:nm
11,0,nm,0,0,011:00:0:0:nm
11,45,txt,0,0,011:45:0:0:txt
11,0,cl,0,0,011:00:0:0:cl
11,0,nm,1,1,011:00:1:1:nm
11,45,wsf,0,0,011:45:0:0:wsf
11,90,cl,0,0,011:90:0:0:cl
11,45,bg,1,0,011:45:1:0:bg
11,90,wss,1,0,011:90:1:0:wss
11,90,txt,1,0,011:90:1:0:txt
11,90,ph,1,0,011:90:1:0:ph
11,90,nm,1,1,011:90:1:1:nm
11,90,nm,1,0,011:90:1:0:nm
11,90,cl,1,0,011:90:1:0:cl
11,90,bg,1,0,011:90:1:0:bg
11,90,wss,0,0,011:90:0:0:wss
11,90,wsf,0,0,011:90:0:0:wsf
11,90,txt,0,0,011:90:0:0:txt
11,90,ph,0,0,011:90:0:0:ph
11,90,nm,0,1,011:90:0:1:nm
11,90,nm,0,0,011:90:0:0:nm
11,90,bg,0,0,011:90:0:0:bg
11,45,wss,1,0,011:45:1:0:wss
11,45,wsf,1,0,011:45:1:0:wsf
11,45,txt,1,0,011:45:1:0:txt
11,45,ph,1,0,011:45:1:0:ph
11,45,nm,1,1,011:45:1:1:nm
11,45,nm,1,0,011:45:1:0:nm
11,45,cl,1,0,011:45:1:0:cl
11,45,wss,0,0,011:45:0:0:wss
11,90,wsf,1,0,011:90:1:0:wsf
11,0,ph,1,0,011:00:1:0:ph
11,0,bg,0,0,011:00:0:0:bg
12,45,nm,1,0,012:45:1:0:nm
12,45,nm,1,1,012:45:1:1:nm
12,45,ph,1,0,012:45:1:0:ph
12,45,txt,1,0,012:45:1:0:txt
12,45,wsf,1,0,012:45:1:0:wsf
12,45,wss,1,0,012:45:1:0:wss
12,90,bg,0,0,012:90:0:0:bg
12,90,cl,0,0,012:90:0:0:cl
12,90,nm,0,0,012:90:0:0:nm
12,45,cl,1,0,012:45:1:0:cl
12,90,nm,0,1,012:90:0:1:nm
12,90,txt,0,0,012:90:0:0:txt
12,90,wsf,0,0,012:90:0:0:wsf
12,90,wss,0,0,012:90:0:0:wss
12,90,bg,1,0,012:90:1:0:bg
12,90,cl,1,0,012:90:1:0:cl
12,90,nm,1,0,012:90:1:0:nm
12,90,nm,1,1,012:90:1:1:nm
12,90,ph,1,0,012:90:1:0:ph
12,90,txt,1,0,012:90:1:0:txt
12,90,ph,0,0,012:90:0:0:ph
12,0,bg,0,0,012:00:0:0:bg
12,45,bg,1,0,012:45:1:0:bg
12,45,wsf,0,0,012:45:0:0:wsf
12,0,nm,0,0,012:00:0:0:nm
12,0,nm,0,1,012:00:0:1:nm
12,0,ph,0,0,012:00:0:0:ph
12,0,txt,0,0,012:00:0:0:txt
12,0,wsf,0,0,012:00:0:0:wsf
12,0,wss,0,0,012:00:0:0:wss
12,0,bg,1,0,012:00:1:0:bg
12,0,cl,1,0,012:00:1:0:cl
12,0,nm,1,0,012:00:1:0:nm
12,45,wss,0,0,012:45:0:0:wss
12,0,nm,1,1,012:00:1:1:nm
12,0,txt,1,0,012:00:1:0:txt
12,0,wsf,1,0,012:00:1:0:wsf
12,0,wss,1,0,012:00:1:0:wss
12,45,bg,0,0,012:45:0:0:bg
12,45,cl,0,0,012:45:0:0:cl
12,45,nm,0,0,012:45:0:0:nm
12,45,nm,0,1,012:45:0:1:nm
12,45,ph,0,0,012:45:0:0:ph
12,45,txt,0,0,012:45:0:0:txt
12,0,ph,1,0,012:00:1:0:ph
12,90,wsf,1,0,012:90:1:0:wsf
12,90,wss,1,0,012:90:1:0:wss
12,0,cl,0,0,012:00:0:0:cl
13,45,cl,1,0,013:45:1:0:cl
13,45,nm,1,0,013:45:1:0:nm
13,45,nm,1,1,013:45:1:1:nm
